paper_doi,parameter_id,value,uncertainty_abs,uncertainty_rel_pct,kind,excerpt
10.21924/cst.9.1.2024.1372,bod_removal,93.57,,0.100,plus_minus_pct,93.57 ± 0.10%
10.22153/kej.2022.07.002,bod_removal,40,1,2.174,range_halfwidth, 45 and 47
10.22153/kej.2022.07.002,bod_removal,55,1,2.174,range_halfwidth, 45 and 47
10.3329/jes.v13i1.60561,bod_removal,67,,9.000,plus_minus_pct,67±9%
10.1038/srep06779,bod_removal,90.2,,4.100,plus_minus_pct,90.2 ± 4.1%
10.1038/srep06779,bod_removal,96.5,,4.100,plus_minus_pct,90.2 ± 4.1%
10.55251/jmbfs.9703,bod_removal,98.38,,0.264,plus_minus_pct,98.38±0.264 %
10.55251/jmbfs.9703,bod_removal,99.69,,0.276,plus_minus_pct,99.69±0.276 %
10.48048/tis.2023.6900,bod_removal,53.77,,0.590,plus_minus_pct,53.77 ± 0.59 %
10.1149/ma2006-02/24/1189,bod_removal,32,9,39.130,range_halfwidth, 14 to 32
10.11159/iceptp25.142,cmduprc1m0001g3nc3eujv2ey,45,4,8.163,range_halfwidth, 45-53
10.11159/iceptp25.142,cmduprc1m0001g3nc3eujv2ey,20463,4,0.020,range_halfwidth, 20463-20471
10.11591/ijeecs.v37.i3.pp1452-1463,cmduprc1m0001g3nc3eujv2ey,1336,4,0.299,range_halfwidth, 1336-1344
10.20873/pibic_2024_21014,cmduprc1m0001g3nc3eujv2ey,2359,646.5,21.511,range_halfwidth, 2359-3652
10.4014/jmb.2502.02051,cmduprc1m0001g3nc3eujv2ey,11,1.5,12.000,range_halfwidth,11-14
10.4314/jobasr.v3i3.9,cmduprc1m0001g3nc3eujv2ey,71,3,4.054,range_halfwidth, 71-77
10.4314/jobasr.v3i3.9,cmduprc1m0001g3nc3eujv2ey,1720,3,0.174,range_halfwidth, 1720-1726
10.4314/njb.v41i2.3,cmduprc1m0001g3nc3eujv2ey,29,7.5,20.548,range_halfwidth, 29-44
10.4314/njb.v41i2.3,cmduprc1m0001g3nc3eujv2ey,10,3,23.077,range_halfwidth, 10-16
10.4314/njb.v41i2.3,cmduprc1m0001g3nc3eujv2ey,2880,1.5,0.052,range_halfwidth, 2880-2883
10.1515/znc-2023-0175,cmduprc1m0001g3nc3eujv2ey,2321,578,33.199,range_halfwidth, 2319-1163
10.1515/znc-2023-0175,cmduprc1m0001g3nc3eujv2ey,259,2.5,0.956,range_halfwidth, 259-264
10.21203/rs.3.rs-3939507/v1,cmduprc1m0001g3nc3eujv2ey,43,1.5,3.371,range_halfwidth,43-46
10.21203/rs.3.rs-3939507/v1,cmduprc1m0001g3nc3eujv2ey,497,5.5,1.095,range_halfwidth, 497-508
10.21924/cst.9.1.2024.1372,cmduprc1m0001g3nc3eujv2ey,1969,4.5,0.228,range_halfwidth, 1969-1978
10.24857/rgsa.v18n6-187,cmduprc1m0001g3nc3eujv2ey,429,4.5,1.038,range_halfwidth, 429-438
10.29244/coj.v8i2.55742,cmduprc1m0001g3nc3eujv2ey,52,8,13.333,range_halfwidth, 52-68
10.33736/bjrst.6163.2024,cmduprc1m0001g3nc3eujv2ey,694,5.5,0.786,range_halfwidth, 694-705
10.3389/fpls.2024.1420408,cmduprc1m0001g3nc3eujv2ey,883,10.5,1.175,range_halfwidth, 883–904
10.36948/ijfmr.2024.v06i03.21785,cmduprc1m0001g3nc3eujv2ey,388,4.5,1.146,range_halfwidth, 388-397
10.4314/njb.v41i1.12,cmduprc1m0001g3nc3eujv2ey,110,5,4.348,range_halfwidth, 110-120
10.55251/jmbfs.9703,cmduprc1m0001g3nc3eujv2ey,170,3,1.734,range_halfwidth, 170-176
10.55251/jmbfs.9703,cmduprc1m0001g3nc3eujv2ey,6584,4.5,0.068,range_halfwidth, 6584-6593
10.62063/ecb-14,cmduprc1m0001g3nc3eujv2ey,275,3,1.079,range_halfwidth, 275-281
10.9767/bcrec.20259,cmduprc1m0001g3nc3eujv2ey,1978,507.5,20.418,range_halfwidth, 1978-2993
10.9767/bcrec.20259,cmduprc1m0001g3nc3eujv2ey,42,4,8.696,range_halfwidth, 42-50
10.9767/bcrec.20259,cmduprc1m0001g3nc3eujv2ey,1844,5,0.325,range_halfwidth, 1533- 1543
10.1002/adfm.202304790,cmduprc1m0001g3nc3eujv2ey,181,0.5,0.275,range_halfwidth,181-182
10.15294/jbat.v12i2.44106,cmduprc1m0001g3nc3eujv2ey,10,3,42.857,range_halfwidth, 10-4
10.24425/aep.2023.148683,cmduprc1m0001g3nc3eujv2ey,745,5.5,0.733,range_halfwidth, 745-756
10.31026/j.eng.2013.08.08,cmduprc1m0001g3nc3eujv2ey,5181,5.5,0.106,range_halfwidth, 5181-5192
10.35414/akufemubid.1027565,cmduprc1m0001g3nc3eujv2ey,79,4,4.819,range_halfwidth, 79-87
10.35414/akufemubid.1027565,cmduprc1m0001g3nc3eujv2ey,598,11.5,1.887,range_halfwidth, 598-621
10.48048/tis.2023.5490,cmduprc1m0001g3nc3eujv2ey,17,1,5.556,range_halfwidth,17-19
10.48048/tis.2023.5490,cmduprc1m0001g3nc3eujv2ey,989,6.5,0.653,range_halfwidth, 989-1002
10.52403/ijshr.20230217,cmduprc1m0001g3nc3eujv2ey,10,2.5,33.333,range_halfwidth,10-5
10.52403/ijshr.20230217,cmduprc1m0001g3nc3eujv2ey,131,4.5,3.321,range_halfwidth, 131-140
10.1088/1755-1315/1020/1/012008,cmduprc1m0001g3nc3eujv2ey,89.71,6.700000000000003,6.949,range_halfwidth, 89.71-103.11
10.11113/jurnalteknologi.v84.17875,cmduprc1m0001g3nc3eujv2ey,17,1,5.556,range_halfwidth,17-19
10.14710/reaktor.22.2.36-41,cmduprc1m0001g3nc3eujv2ey,36,2.5,6.494,range_halfwidth, 36-41
10.31315/e.v19i1.6479,cmduprc1m0001g3nc3eujv2ey,40,2.5,5.882,range_halfwidth, 40-45
10.3384/ecp192014,cmduprc1m0001g3nc3eujv2ey,50,10,25.000,range_halfwidth, 30-50
10.3384/ecp192014,cmduprc1m0001g3nc3eujv2ey,10,3,42.857,range_halfwidth,10-4
10.14710/reaktor.21.2.52-58,cmduprc1m0001g3nc3eujv2ey,154.61,8.409999999999997,5.159,range_halfwidth, 154.61-171.43
10.21203/rs.3.rs-138288/v1,cmduprc1m0001g3nc3eujv2ey,6.5,0.5,7.143,range_halfwidth, 6.5 to 7.5
10.5599/jese.1030,cmduprc1m0001g3nc3eujv2ey,279,5,1.761,range_halfwidth, 279-289
10.5599/jese.924,cmduprc1m0001g3nc3eujv2ey,129,6.5,4.797,range_halfwidth, 129-142
10.11591/ijeecs.v18.i3.pp1163-1171,cmduprc1m0001g3nc3eujv2ey,8,2,20.000,range_halfwidth,8-12
10.14710/ijred.9.1.85-95,cmduprc1m0001g3nc3eujv2ey,69,2,2.817,range_halfwidth, 69-73
10.14710/ijred.9.1.85-95,cmduprc1m0001g3nc3eujv2ey,9040,4,0.044,range_halfwidth,9040-9048
10.14710/jksa.23.2.61-67,cmduprc1m0001g3nc3eujv2ey,84,3,3.448,range_halfwidth, 84-90
10.14710/jksa.23.2.61-67,cmduprc1m0001g3nc3eujv2ey,75,3,3.448,range_halfwidth, 84-90
10.14710/reaktor.20.2.96-102,cmduprc1m0001g3nc3eujv2ey,5,0.5,9.091,range_halfwidth,5-6
10.17576/jsm-2020-4912-34,cmduprc1m0001g3nc3eujv2ey,104,6,5.455,range_halfwidth, 104-116
10.17576/jsm-2020-4912-34,cmduprc1m0001g3nc3eujv2ey,1174,3.5,0.297,range_halfwidth, 1174-1181
10.19053/01211129.v29.n54.2020.10468,cmduprc1m0001g3nc3eujv2ey,5,0.5,9.091,range_halfwidth,5-6
10.19053/01211129.v29.n54.2020.10468,cmduprc1m0001g3nc3eujv2ey,51,7,12.069,range_halfwidth, 51-65
10.15446/rev.colomb.quim.v48n3.77011,cmduprc1m0001g3nc3eujv2ey,1224,5.5,0.447,range_halfwidth, 1224-1235
10.15446/rev.colomb.quim.v48n3.77011,cmduprc1m0001g3nc3eujv2ey,117,8,6.400,range_halfwidth, 117-133
10.32792/utq/utj/vol12/3/11,cmduprc1m0001g3nc3eujv2ey,39,0.5,1.266,range_halfwidth,39-40
10.4491/eer.2019.412,cmduprc1m0001g3nc3eujv2ey,15,1.5,9.091,range_halfwidth,15-18
10.4491/eer.2019.412,cmduprc1m0001g3nc3eujv2ey,862,4,0.462,range_halfwidth, 862-870
10.4491/eer.2019.412,cmduprc1m0001g3nc3eujv2ey,3999,2.5,0.062,range_halfwidth,3999-4004
10.4491/eer.2019.412,cmduprc1m0001g3nc3eujv2ey,348,3,0.855,range_halfwidth,348-354
10.14710/ijred.7.1.7-12,cmduprc1m0001g3nc3eujv2ey,6.4,0.44999999999999973,6.569,range_halfwidth,6.4-7.3
10.19044/esj.2017.v13n30p173,cmduprc1m0001g3nc3eujv2ey,1897,3.5,0.184,range_halfwidth, 1897-1904
10.14710/ijred.5.2.107-112,cmduprc1m0001g3nc3eujv2ey,28,1,3.448,range_halfwidth, 28-30
10.14710/ijred.5.2.107-112,cmduprc1m0001g3nc3eujv2ey,80,20,20.000,range_halfwidth,from 80-120
10.3126/ijasbt.v4i3.15395,cmduprc1m0001g3nc3eujv2ey,291,3.5,1.188,range_halfwidth, 291-298
10.56431/p-7y6x87,cmduprc1m0001g3nc3eujv2ey,5,1,16.667,range_halfwidth, 5-7
10.31026/j.eng.2015.07.03,cmduprc1m0001g3nc3eujv2ey,15729,3,0.019,range_halfwidth,15729-15735
10.14710/reaktor.22.2.36-41,cmduprdi10002g3ncp3c2h79u,0.16,0.02,12.500,plus_minus_abs,0.16±0.02
10.14710/reaktor.22.2.36-41,cmduprdi10002g3ncp3c2h79u,0.13,0.03,23.077,plus_minus_abs,0.13±0.03
10.11159/iceptp25.142,cmduprdi10002g3ncp3c2h79u,0.025,0.001,3.571,plus_minus_abs,0.028 ± 0.001
10.11159/iceptp25.142,cmduprdi10002g3ncp3c2h79u,0.032,0.001,3.571,plus_minus_abs,0.028 ± 0.001
10.17113/ftb.63.02.25.9020,cmduprdi10002g3ncp3c2h79u,1.2,0.25,26.316,range_halfwidth, 0.7 and 1.2
10.3389/fenrg.2024.1419785,cmduprdi10002g3ncp3c2h79u,0.7,0.15000000000000002,17.647,range_halfwidth,0.7–1.0
10.5599/jese.2383,cmduprdi10002g3ncp3c2h79u,0.43,0.024999999999999994,6.173,range_halfwidth,from 0.38 to 0.43
10.1051/e3sconf/202233408004,cmduprdi10002g3ncp3c2h79u,0.18,0.068,33.333,plus_minus_abs,0.204 ± 0.068
10.14710/reaktor.22.2.36-41,cmduprdi10002g3ncp3c2h79u,0,1.15,12.221,plus_minus_abs,9.41±1.15
10.14710/ijred.3.1.65-72,cmduprh970008g3ncgt3vekhm,85,10,13.333,range_halfwidth,from 65 to 85
10.14710/ijred.3.1.65-72,cmduprh970008g3ncgt3vekhm,65,10,13.333,range_halfwidth,from 65 to 85
10.1016/j.energy.2013.10.056,cmduprh970008g3ncgt3vekhm,25,6.25,20.000,range_halfwidth, 25 to 37.5
10.1016/j.energy.2013.10.056,cmduprh970008g3ncgt3vekhm,37.5,6.25,20.000,range_halfwidth, 25 to 37.5
10.21203/rs.3.rs-4559953/v1,cmduprh970008g3ncgt3vekhm,25,2,8.000,plus_minus_abs,25±2
10.21203/rs.3.rs-8834018/v1,cmduprh970008g3ncgt3vekhm,100,2.5,2.564,range_halfwidth, 95–100
10.1016/j.enconman.2024.118224,cmduprh970008g3ncgt3vekhm,180,10,5.882,range_halfwidth,between 160 and 180
10.1016/j.enconman.2024.118224,cmduprh970008g3ncgt3vekhm,160,10,5.882,range_halfwidth,between 160 and 180
10.1016/j.enconman.2024.118224,cmduprh970008g3ncgt3vekhm,40,2.5,6.667,range_halfwidth,35 - 40
10.1016/j.enconman.2024.118224,cmduprh970008g3ncgt3vekhm,55,2.5,4.762,range_halfwidth,50 - 55
10.1016/j.enconman.2024.118224,cmduprh970008g3ncgt3vekhm,60,17.5,41.176,range_halfwidth,between 25 and 60
10.21203/rs.3.rs-3939507/v1,cmduprh970008g3ncgt3vekhm,32,1,3.226,range_halfwidth, 30 - 32
10.21924/cst.9.1.2024.1372,cmduprh970008g3ncgt3vekhm,83.85,2,2.443,range_halfwidth, 79.85 - 83.85
10.35414/akufemubid.1027565,cmduprh970008g3ncgt3vekhm,40,10,33.333,range_halfwidth,20–40
10.3389/fenrg.2022.843768,cmduprh970008g3ncgt3vekhm,25,7.5,42.857,range_halfwidth,between 10 and 25
10.4271/2022-01-0483,cmduprh970008g3ncgt3vekhm,40,2.5,6.667,range_halfwidth, 35–40
10.4271/2022-01-0483,cmduprh970008g3ncgt3vekhm,42,2.5,6.667,range_halfwidth, 35–40
10.4271/2022-01-0483,cmduprh970008g3ncgt3vekhm,35,1.5,3.704,range_halfwidth,between 39 to 42
10.1038/srep06779,cmduprht80009g3ncxdbs0t0z,36,1.5,4.110,range_halfwidth, 35–38
10.1038/s41419-026-08479-6,cmduprib5000ag3ncpc62x2d3,1419,3,0.211,range_halfwidth, 1419-1425
10.1038/s41419-026-08479-6,cmduprib5000ag3ncpc62x2d3,3617,5.5,0.152,range_halfwidth, 3617-3628
10.1038/s41419-026-08479-6,cmduprib5000ag3ncpc62x2d3,788,2,0.253,range_halfwidth, 788-792
10.1523/ENEURO.0452-25.2026,cmduprib5000ag3ncpc62x2d3,100,20,16.667,range_halfwidth,100-140
10.1523/ENEURO.0452-25.2026,cmduprib5000ag3ncpc62x2d3,3,2.5,71.429,range_halfwidth, 6-1
10.18863/pgy.1700533,cmduprib5000ag3ncpc62x2d3,1234,4.5,0.363,range_halfwidth,1234-1243
10.21203/rs.3.rs-8737816/v1,cmduprib5000ag3ncpc62x2d3,978,1.5,0.153,range_halfwidth,978-981
10.21203/rs.3.rs-8737816/v1,cmduprib5000ag3ncpc62x2d3,981,1.5,0.153,range_halfwidth,978-981
10.21203/rs.3.rs-8834018/v1,cmduprib5000ag3ncpc62x2d3,8,2,20.000,range_halfwidth,8-12
10.21203/rs.3.rs-8834018/v1,cmduprib5000ag3ncpc62x2d3,13,2,20.000,range_halfwidth,8-12
10.21203/rs.3.rs-8834018/v1,cmduprib5000ag3ncpc62x2d3,14,1,6.667,range_halfwidth,14-16
10.21203/rs.3.rs-8834018/v1,cmduprib5000ag3ncpc62x2d3,179,47,35.606,range_halfwidth,179-85
10.21203/rs.3.rs-8872349/v1,cmduprib5000ag3ncpc62x2d3,1524,4,0.262,range_halfwidth, 1524-1532
10.21203/rs.3.rs-8872349/v1,cmduprib5000ag3ncpc62x2d3,143,5,3.378,range_halfwidth, 143-153
10.21203/rs.3.rs-8872349/v1,cmduprib5000ag3ncpc62x2d3,183,5,3.378,range_halfwidth, 143-153
10.21203/rs.3.rs-8872349/v1,cmduprib5000ag3ncpc62x2d3,7823,5,0.064,range_halfwidth, 7823-7833
10.3389/fcimb.2026.1767035,cmduprib5000ag3ncpc62x2d3,1121,4.5,0.366,range_halfwidth, 1225–1234
10.3389/fcimb.2026.1767035,cmduprib5000ag3ncpc62x2d3,1000,4.5,0.366,range_halfwidth, 1225–1234
10.47260/jafb/1625,cmduprib5000ag3ncpc62x2d3,2008,2,0.100,range_halfwidth, 2008-2012
10.59896/pesolah.v2i1.602,cmduprib5000ag3ncpc62x2d3,3090,384,11.054,range_halfwidth, 3090-3858
10.1051/matecconf/202541001025,cmduprib5000ag3ncpc62x2d3,58,4,6.452,range_halfwidth, 58-66
10.11591/ijeecs.v37.i3.pp1452-1463,cmduprib5000ag3ncpc62x2d3,1452,5.5,0.377,range_halfwidth, 1452-1463
10.11591/ijeecs.v37.i3.pp1452-1463,cmduprib5000ag3ncpc62x2d3,863,3,0.346,range_halfwidth, 863-869
10.11591/ijeecs.v37.i3.pp1452-1463,cmduprib5000ag3ncpc62x2d3,49,4.5,8.411,range_halfwidth, 49-58
10.14710/jksa.28.4.183-194,cmduprib5000ag3ncpc62x2d3,183,5.5,2.918,range_halfwidth, 183-194
10.14710/jksa.28.4.183-194,cmduprib5000ag3ncpc62x2d3,69,7.5,9.804,range_halfwidth, 69-84
10.20873/pibic_2024_21014,cmduprib5000ag3ncpc62x2d3,223,23.5,9.533,range_halfwidth, 223-270
10.3384/ecp212.037,cmduprib5000ag3ncpc62x2d3,267,12,4.301,range_halfwidth, 267-291
10.61841/rae7bs08,cmduprib5000ag3ncpc62x2d3,21404,20790,99.913,range_halfwidth,41598-018
10.61841/rae7bs08,cmduprib5000ag3ncpc62x2d3,2208,93.5,4.063,range_halfwidth, 2208-2395
10.1051/bioconf/20248601027,cmduprib5000ag3ncpc62x2d3,77,4.5,5.521,range_halfwidth, 77-86
10.21924/cst.9.1.2024.1372,cmduprib5000ag3ncpc62x2d3,1068,4,0.373,range_halfwidth, 1068-1076
10.24084/repqj16.422,cmduprib5000ag3ncpc62x2d3,39,7,15.217,range_halfwidth, 39-53
10.24857/rgsa.v18n1-119,cmduprib5000ag3ncpc62x2d3,303,6.5,2.100,range_halfwidth, 303-316
10.24857/rgsa.v18n1-119,cmduprib5000ag3ncpc62x2d3,1061,5,0.469,range_halfwidth, 1061-1071
